ip,account_id,계정수,총_보상액
177.237.144.102,"['A_d444580218', 'A_f96ede8d34']",2,1132.9241611083146
208.29.138.40,"['A_26ffea8fd9', 'A_48fbd03d61']",2,349.5448200110457
44.180.24.95,"['A_9a5e1e7fac', 'A_ebdb869fd3']",2,159.991358
53.162.59.233,"['A_4081f88bb0', 'A_c462ca9c6b']",2,136.11665162226137
54.132.225.149,"['A_e27beda014', 'A_4943ad62b4']",2,51.36507551674209
192.167.6.144,"['A_8860be39b3', 'A_8413984c30']",2,10.0
194.23.90.110,"['A_946b028740', 'A_0bfb0b4311']",2,10.0
107.249.78.206,"['A_e95b2c5030', 'A_6b3a8b213d']",2,0.0
72.35.190.19,"['A_6b3a8b213d', 'A_1f97e16953', 'A_e95b2c5030']",3,0.0
